timestamp,signal,rx_rate,tx_rate
1767449362.6139739,-51,144.4,144.4
1767449362.815782,-48,144.4,144.4
1767449363.0176136,-49,144.4,144.4
1767449363.2196734,-49,144.4,144.4
1767449363.4214735,-49,144.4,144.4
1767449363.6240683,-49,144.4,144.4
1767449363.8262088,-49,144.4,144.4
1767449364.02798,-49,144.4,144.4
1767449364.2297928,-49,144.4,144.4
1767449364.4321651,-49,144.4,144.4
1767449364.6342523,-48,144.4,144.4
1767449364.836216,-48,144.4,144.4
1767449365.038179,-50,144.4,144.4
1767449365.2402778,-49,144.4,144.4
1767449365.442172,-50,144.4,144.4
1767449365.6441846,-50,144.4,144.4
1767449365.8461218,-49,144.4,144.4
1767449366.0480351,-49,144.4,144.4
1767449366.2499394,-49,144.4,144.4
1767449366.4519215,-47,144.4,144.4
1767449366.6551952,-49,144.4,144.4
1767449366.8572872,-49,144.4,144.4
1767449367.059482,-49,144.4,144.4
1767449367.2613459,-49,144.4,144.4
1767449367.4636755,-48,144.4,144.4
1767449367.665639,-49,144.4,144.4
1767449367.8674302,-49,144.4,144.4
1767449368.0694551,-49,144.4,144.4
1767449368.2727163,-49,144.4,144.4
1767449368.474721,-49,144.4,144.4
1767449368.6766796,-49,144.4,144.4
1767449368.8786101,-49,144.4,144.4
1767449369.080677,-48,144.4,144.4
1767449369.2828944,-50,144.4,144.4
1767449369.4850228,-49,144.4,144.4
1767449369.6869678,-50,144.4,144.4
1767449369.888844,-50,144.4,144.4
1767449370.0908446,-49,144.4,144.4
1767449370.2927938,-49,144.4,144.4
1767449370.4948506,-48,144.4,144.4
1767449370.6967902,-50,144.4,144.4
1767449370.8987508,-50,144.4,144.4
1767449371.101099,-50,144.4,144.4
1767449371.3046172,-51,144.4,144.4
1767449371.5065165,-49,144.4,144.4
1767449371.7082942,-49,144.4,144.4
1767449371.9099598,-49,144.4,144.4
1767449372.1119404,-52,117.0,144.4
1767449372.3137915,-49,144.4,144.4
1767449372.51571,-48,144.4,144.4
1767449372.7175684,-49,144.4,144.4
1767449372.9195461,-49,144.4,144.4
1767449373.121358,-49,144.4,144.4
1767449373.3231695,-49,144.4,144.4
1767449373.5250487,-48,144.4,144.4
1767449373.7270427,-51,144.4,144.4
1767449373.9288142,-48,144.4,144.4
1767449374.1315038,-50,144.4,144.4
1767449374.3341758,-49,144.4,144.4
1767449374.5361545,-48,144.4,144.4
1767449374.7381024,-48,144.4,144.4
1767449374.9402125,-49,144.4,144.4
1767449375.142223,-49,144.4,144.4
1767449375.3442743,-50,144.4,144.4
1767449375.5462914,-48,144.4,144.4
1767449375.748142,-48,144.4,144.4
1767449375.9501157,-52,144.4,144.4
1767449376.1524422,-49,144.4,144.4
1767449376.354486,-48,130.0,144.4
1767449376.5563548,-49,130.0,144.4
1767449376.75838,-50,144.4,144.4
1767449376.9603422,-49,144.4,144.4
1767449377.162257,-49,144.4,144.4
1767449377.3647957,-49,144.4,144.4
1767449377.5670018,-50,144.4,144.4
1767449377.7688825,-49,144.4,144.4
1767449377.970984,-50,144.4,144.4
1767449378.1729577,-50,144.4,144.4
1767449378.3749828,-50,144.4,144.4
1767449378.576821,-51,144.4,144.4
1767449378.7786853,-50,130.0,144.4
1767449378.9807215,-49,130.0,144.4
1767449379.1827118,-48,144.4,144.4
1767449379.3858328,-48,144.4,144.4
1767449379.5879307,-50,144.4,144.4
1767449379.7901735,-48,144.4,144.4
1767449379.9920642,-49,144.4,144.4
1767449380.1949723,-52,144.4,144.4
1767449380.396895,-48,144.4,144.4
1767449380.5989313,-49,144.4,144.4
1767449380.801068,-49,144.4,144.4
1767449381.0030205,-49,130.0,144.4
1767449381.2049708,-50,144.4,144.4
1767449381.406752,-50,144.4,144.4
1767449381.608599,-49,144.4,144.4
1767449381.8104367,-49,144.4,144.4
1767449382.0122933,-50,130.0,144.4
1767449382.2141972,-50,144.4,144.4
1767449382.4160507,-49,144.4,144.4
1767449382.6179376,-50,144.4,144.4
1767449382.819901,-50,144.4,144.4
1767449383.0217829,-49,144.4,144.4
1767449383.2240562,-49,144.4,144.4
1767449383.4259489,-66,144.4,144.4
1767449383.6278028,-50,144.4,144.4
1767449383.8296475,-50,144.4,144.4
1767449384.03178,-50,144.4,144.4
1767449384.2336495,-49,144.4,144.4
1767449384.4356046,-49,144.4,144.4
1767449384.6385958,-50,144.4,130.0
1767449384.8406515,-48,144.4,130.0
1767449385.042627,-50,144.4,130.0
1767449385.2446065,-48,144.4,144.4
1767449385.4466622,-50,144.4,144.4
1767449385.6490197,-49,144.4,144.4
1767449385.8510265,-50,144.4,144.4
1767449386.0529354,-49,144.4,144.4
1767449386.2546651,-51,144.4,144.4
1767449386.4565213,-50,144.4,144.4
1767449386.6585503,-49,144.4,144.4
1767449386.8605402,-49,144.4,144.4
1767449387.0624306,-48,144.4,144.4
1767449387.264803,-49,144.4,144.4
1767449387.467312,-49,144.4,144.4
1767449387.669269,-50,144.4,144.4
1767449387.871181,-48,144.4,144.4
1767449388.0731082,-50,117.0,144.4
1767449388.2752616,-49,117.0,144.4
1767449388.4772413,-49,117.0,144.4
1767449388.6796975,-50,144.4,144.4
1767449388.8824098,-49,144.4,144.4
1767449389.0843549,-48,144.4,144.4
1767449389.286234,-48,144.4,144.4
1767449389.4879193,-48,144.4,144.4
1767449389.6897767,-50,144.4,144.4
1767449389.8915281,-49,144.4,144.4
1767449390.0936139,-48,144.4,144.4
1767449390.2954798,-50,144.4,144.4
1767449390.4975038,-50,144.4,144.4
1767449390.7005334,-50,144.4,144.4
1767449390.9033902,-50,144.4,144.4
1767449391.1051517,-51,144.4,144.4
1767449391.3070612,-49,144.4,144.4
1767449391.5089066,-48,144.4,144.4
1767449391.7108648,-48,144.4,144.4
1767449391.912688,-49,144.4,144.4
1767449392.114735,-49,144.4,144.4
1767449392.317244,-49,144.4,144.4
1767449392.519637,-49,144.4,144.4
1767449392.7215333,-49,144.4,144.4
1767449392.9233,-49,144.4,144.4
1767449393.125076,-49,144.4,144.4
1767449393.327455,-50,144.4,144.4
1767449393.5299146,-49,144.4,144.4
1767449393.7323978,-48,144.4,144.4
1767449393.9346159,-49,144.4,144.4
1767449394.136472,-48,144.4,144.4
1767449394.3384483,-49,144.4,144.4
1767449394.5404172,-48,144.4,144.4
1767449394.7423449,-49,144.4,144.4
1767449394.9442396,-49,144.4,144.4
1767449395.1460843,-49,144.4,144.4
1767449395.3481064,-48,144.4,144.4
1767449395.5501132,-49,144.4,144.4
1767449395.752108,-49,144.4,144.4
1767449395.9541996,-51,144.4,144.4
1767449396.156171,-50,144.4,144.4
1767449396.3582797,-50,144.4,144.4
1767449396.5604396,-49,144.4,144.4
1767449396.7624822,-49,130.0,144.4
1767449396.9651372,-49,144.4,144.4
1767449397.1672387,-49,144.4,144.4
1767449397.369364,-50,144.4,144.4
1767449397.5713882,-48,144.4,144.4
1767449397.773458,-50,144.4,144.4
1767449397.9755526,-49,144.4,144.4
1767449398.1775248,-48,144.4,144.4
1767449398.3796415,-50,144.4,144.4
1767449398.5817869,-48,144.4,144.4
1767449398.7838712,-49,144.4,144.4
1767449398.9857855,-50,144.4,144.4
1767449399.1878757,-52,144.4,144.4
1767449399.389965,-50,144.4,144.4
1767449399.5917964,-48,144.4,144.4
1767449399.7935536,-52,144.4,144.4
1767449399.995649,-50,144.4,144.4
1767449400.1975799,-50,144.4,144.4
1767449400.3994107,-48,144.4,144.4
1767449400.6015134,-48,144.4,144.4
1767449400.8034668,-49,144.4,144.4
1767449401.0053136,-52,144.4,144.4
1767449401.207175,-48,144.4,144.4
1767449401.409147,-48,144.4,144.4
1767449401.6112037,-49,144.4,144.4
1767449401.8134341,-49,144.4,144.4
1767449402.0150826,-49,144.4,144.4
1767449402.2169087,-49,144.4,144.4
1767449402.418644,-49,144.4,144.4
1767449402.6213164,-48,144.4,144.4
1767449402.8233445,-48,144.4,144.4
1767449403.025644,-48,144.4,144.4
1767449403.227656,-48,144.4,144.4
1767449403.4293184,-51,144.4,144.4
1767449403.6313143,-50,144.4,144.4
1767449403.8335288,-49,144.4,144.4
1767449404.0355856,-49,144.4,144.4
1767449404.2376542,-49,144.4,144.4
1767449404.4396515,-50,144.4,144.4
1767449404.6418586,-49,144.4,144.4
1767449404.8437765,-49,144.4,144.4
1767449405.0457525,-51,144.4,144.4
1767449405.247688,-49,144.4,144.4
1767449405.4497106,-48,144.4,144.4
1767449405.6515162,-49,144.4,144.4
1767449405.8534467,-50,144.4,144.4
1767449406.055416,-48,144.4,144.4
1767449406.2574701,-48,144.4,144.4
1767449406.4590566,-48,144.4,144.4
1767449406.6613877,-50,144.4,144.4
1767449406.86317,-49,144.4,144.4
1767449407.065182,-49,144.4,144.4
1767449407.2670486,-49,144.4,144.4
1767449407.4691331,-48,144.4,144.4
1767449407.6711156,-48,144.4,144.4
1767449407.8729694,-49,144.4,144.4
1767449408.074839,-50,144.4,144.4
1767449408.2766745,-49,144.4,144.4
1767449408.478575,-49,144.4,144.4
1767449408.6806374,-49,144.4,144.4
1767449408.8825428,-49,144.4,144.4
1767449409.0844514,-49,144.4,144.4
1767449409.286479,-48,117.0,144.4
1767449409.488436,-51,144.4,144.4
1767449409.6901438,-49,144.4,144.4
1767449409.8918653,-48,144.4,144.4
1767449410.0938182,-50,144.4,144.4
1767449410.2959266,-50,144.4,144.4
1767449410.4979532,-52,144.4,144.4
1767449410.7000487,-53,144.4,144.4
1767449410.901854,-49,144.4,144.4
1767449411.103774,-49,144.4,144.4
1767449411.3056552,-49,144.4,144.4
1767449411.5083382,-48,144.4,144.4
1767449411.7104092,-50,144.4,144.4
1767449411.9122381,-50,144.4,144.4
1767449412.1142035,-49,144.4,144.4
1767449412.3161852,-49,144.4,144.4
1767449412.5182476,-48,144.4,144.4
1767449412.719955,-49,144.4,144.4
1767449412.9232285,-48,144.4,144.4
1767449413.1253824,-48,144.4,144.4
1767449413.3273838,-49,144.4,144.4
1767449413.5292978,-49,144.4,144.4
1767449413.7314324,-49,144.4,144.4
1767449413.9334786,-48,144.4,144.4
1767449414.1364074,-50,144.4,144.4
1767449414.33827,-49,144.4,144.4
1767449414.5403492,-49,144.4,144.4
1767449414.7422447,-48,144.4,144.4
1767449414.9443877,-48,144.4,144.4
1767449415.1464458,-49,144.4,144.4
1767449415.348441,-49,144.4,144.4
1767449415.5502863,-48,144.4,144.4
1767449415.7521622,-49,144.4,144.4
1767449415.9540093,-49,144.4,144.4
1767449416.1559892,-49,144.4,144.4
1767449416.3581514,-49,144.4,144.4
1767449416.5600145,-49,144.4,144.4
1767449416.7619236,-48,144.4,144.4
1767449416.964046,-49,144.4,144.4
1767449417.1668155,-50,144.4,144.4
1767449417.3692622,-49,144.4,144.4
1767449417.571216,-50,144.4,144.4
1767449417.773128,-47,130.0,144.4
1767449417.9757292,-49,104.0,144.4
1767449418.1776233,-50,78.0,144.4
1767449418.3800142,-50,104.0,144.4
1767449418.5834298,-50,130.0,144.4
1767449418.7855184,-50,144.4,144.4
1767449418.987514,-48,144.4,144.4
1767449419.1897354,-48,144.4,144.4
1767449419.3917646,-49,144.4,144.4
1767449419.5939023,-49,144.4,144.4
1767449419.7960944,-50,144.4,144.4
1767449419.9982438,-49,144.4,144.4
1767449420.2001827,-49,144.4,144.4
1767449420.402112,-49,144.4,144.4
1767449420.6040685,-49,144.4,144.4
1767449420.8060079,-50,144.4,144.4
1767449421.0079212,-48,144.4,144.4
1767449421.2098277,-49,144.4,144.4
1767449421.4124265,-49,144.4,144.4
1767449421.614195,-49,144.4,144.4
1767449421.8162475,-49,144.4,144.4
1767449422.0180612,-49,144.4,144.4
1767449422.2199287,-48,144.4,144.4
1767449422.4219015,-49,144.4,144.4
1767449422.6237655,-50,130.0,144.4
1767449422.8255372,-49,144.4,144.4
1767449423.0274205,-48,144.4,144.4
1767449423.2292175,-49,117.0,144.4
1767449423.431159,-50,144.4,144.4
1767449423.633709,-51,144.4,144.4
1767449423.8356726,-49,144.4,144.4
1767449424.0376723,-49,144.4,144.4
1767449424.239582,-49,130.0,144.4
1767449424.441542,-50,130.0,144.4
1767449424.643385,-49,144.4,144.4
1767449424.8454602,-48,144.4,144.4
1767449425.047392,-49,144.4,144.4
1767449425.2492855,-49,144.4,144.4
1767449425.451933,-49,144.4,144.4
1767449425.653923,-49,144.4,144.4
1767449425.8562965,-50,144.4,144.4
1767449426.0582201,-48,144.4,144.4
1767449426.2601163,-49,144.4,144.4
1767449426.462191,-49,144.4,144.4
1767449426.6641183,-50,144.4,144.4
1767449426.8659458,-49,144.4,144.4
1767449427.0676363,-50,144.4,144.4
1767449427.2695467,-50,144.4,144.4
1767449427.4714067,-49,144.4,144.4
1767449427.6732404,-49,144.4,144.4
1767449427.8753512,-49,144.4,144.4
1767449428.077245,-52,144.4,144.4
1767449428.2792668,-49,144.4,144.4
1767449428.4812393,-48,144.4,144.4
1767449428.683725,-51,144.4,144.4
1767449428.8856523,-49,144.4,144.4
1767449429.0874977,-48,144.4,144.4
1767449429.2894819,-48,144.4,144.4
1767449429.4914773,-49,144.4,144.4
1767449429.6934154,-48,144.4,144.4
1767449429.8953233,-49,144.4,144.4
1767449430.097257,-50,144.4,144.4
1767449430.2988367,-49,144.4,144.4
1767449430.5006895,-49,144.4,144.4
1767449430.7026737,-49,144.4,144.4
1767449430.9047246,-49,144.4,144.4
1767449431.1074264,-49,144.4,144.4
1767449431.3095644,-48,144.4,144.4
1767449431.5115316,-48,144.4,144.4
1767449431.7135882,-49,144.4,144.4
1767449431.915554,-50,144.4,144.4
1767449432.117217,-47,117.0,144.4
1767449432.318945,-49,117.0,144.4
1767449432.5213883,-50,144.4,144.4
1767449432.7233868,-49,144.4,144.4
1767449432.9254181,-49,144.4,144.4
1767449433.1273386,-48,144.4,144.4
1767449433.3292131,-49,144.4,144.4
1767449433.531045,-49,144.4,144.4
1767449433.7329988,-49,144.4,144.4
1767449433.9348123,-50,144.4,144.4
1767449434.1369128,-49,144.4,144.4
1767449434.3393219,-48,144.4,144.4
1767449434.5412462,-49,144.4,144.4
1767449434.7433553,-49,144.4,144.4
1767449434.9452715,-51,144.4,144.4
1767449435.1471355,-49,144.4,144.4
1767449435.3490725,-48,144.4,144.4
1767449435.551081,-50,144.4,144.4
1767449435.7529745,-50,144.4,144.4
1767449435.9549892,-50,144.4,144.4
1767449436.1572182,-49,144.4,144.4
1767449436.359139,-50,144.4,144.4
1767449436.5610902,-49,144.4,144.4
1767449436.763024,-49,144.4,144.4
1767449436.9649694,-49,144.4,144.4
1767449437.1668997,-52,144.4,144.4
1767449437.3691316,-53,144.4,144.4
1767449437.571114,-49,144.4,144.4
1767449437.7732284,-50,144.4,144.4
1767449437.9751406,-49,144.4,144.4
1767449438.177113,-49,144.4,144.4
1767449438.3793962,-49,144.4,144.4
1767449438.5814168,-50,144.4,144.4
1767449438.7832663,-48,144.4,144.4
1767449438.9854972,-49,144.4,144.4
1767449439.1879332,-50,144.4,144.4
1767449439.3899338,-49,144.4,144.4
1767449439.5920935,-49,144.4,144.4
1767449439.7940907,-50,144.4,144.4
1767449439.9959402,-49,130.0,144.4
1767449440.1978145,-49,130.0,144.4
1767449440.4003725,-49,144.4,144.4
1767449440.60233,-49,130.0,144.4
1767449440.8044043,-49,144.4,144.4
1767449441.006329,-49,144.4,144.4
1767449441.2084565,-49,144.4,144.4
1767449441.4104097,-48,144.4,144.4
1767449441.6125755,-50,144.4,144.4
1767449441.8145401,-48,130.0,144.4
1767449442.0163193,-49,144.4,144.4
1767449442.218199,-48,144.4,144.4
1767449442.4206917,-51,144.4,144.4
1767449442.6232011,-49,144.4,144.4
1767449442.825124,-49,144.4,144.4
1767449443.0273824,-50,144.4,144.4
1767449443.22987,-49,144.4,144.4
1767449443.4321675,-49,144.4,144.4
1767449443.6349232,-48,144.4,144.4
1767449443.8368356,-48,144.4,144.4
1767449444.038669,-50,144.4,144.4
1767449444.240573,-49,144.4,144.4
1767449444.4424906,-49,144.4,144.4
1767449444.6447296,-50,144.4,144.4
1767449444.8466158,-49,144.4,144.4
1767449445.0488226,-48,144.4,144.4
1767449445.2506003,-48,144.4,144.4
1767449445.452706,-51,144.4,144.4
1767449445.6546857,-48,144.4,144.4
1767449445.8567324,-50,144.4,144.4
1767449446.0588317,-50,144.4,144.4
1767449446.2607772,-50,144.4,144.4
1767449446.462843,-49,130.0,144.4
1767449446.6648512,-49,130.0,144.4
1767449446.8667934,-49,144.4,144.4
1767449447.0683444,-49,144.4,144.4
1767449447.2700868,-49,144.4,144.4
1767449447.4719288,-48,144.4,144.4
1767449447.6739986,-50,144.4,144.4
1767449447.8758469,-49,130.0,144.4
1767449448.0778267,-49,117.0,144.4
1767449448.279797,-49,117.0,144.4
1767449448.4817526,-50,144.4,144.4
1767449448.683592,-49,144.4,144.4
1767449448.885406,-49,144.4,144.4
1767449449.0875008,-49,144.4,144.4
1767449449.2894754,-48,144.4,144.4
1767449449.4914916,-50,144.4,144.4
1767449449.6933756,-49,144.4,144.4
1767449449.8954847,-49,144.4,144.4
1767449450.097526,-48,144.4,144.4
1767449450.2993004,-49,144.4,144.4
1767449450.5013053,-48,144.4,144.4
1767449450.7033637,-48,144.4,144.4
1767449450.9051383,-49,144.4,144.4
1767449451.1071901,-48,144.4,144.4
1767449451.309075,-50,144.4,144.4
1767449451.5110085,-49,144.4,144.4
1767449451.712965,-49,144.4,144.4
1767449451.914871,-51,144.4,144.4
1767449452.116806,-45,130.0,144.4
1767449452.318636,-51,117.0,144.4
1767449452.5204866,-48,144.4,144.4
1767449452.7225292,-49,144.4,144.4
1767449452.9251597,-48,144.4,144.4
1767449453.1274722,-49,144.4,144.4
1767449453.3294876,-49,144.4,144.4
1767449453.532516,-48,144.4,144.4
1767449453.735436,-48,144.4,144.4
1767449453.9372518,-48,144.4,144.4
1767449454.1391878,-49,144.4,144.4
1767449454.3409474,-51,144.4,144.4
1767449454.5428054,-49,144.4,144.4
1767449454.7447863,-49,144.4,144.4
1767449454.9467933,-49,144.4,144.4
1767449455.14876,-50,144.4,144.4
1767449455.3507836,-51,144.4,144.4
1767449455.5527992,-50,144.4,144.4
1767449455.7548106,-48,144.4,144.4
1767449455.9563184,-49,144.4,144.4
1767449456.1579094,-49,144.4,144.4
1767449456.3596728,-51,144.4,144.4
1767449456.5614562,-50,144.4,144.4
1767449456.7634532,-48,144.4,144.4
1767449456.96557,-49,144.4,144.4
1767449457.1673899,-52,144.4,144.4
1767449457.369369,-50,144.4,144.4
1767449457.5713446,-49,144.4,144.4
1767449457.773222,-48,144.4,144.4
1767449457.9752152,-49,144.4,144.4
1767449458.1771307,-50,144.4,144.4
1767449458.3792439,-48,144.4,144.4
1767449458.5812826,-49,144.4,144.4
1767449458.7831433,-49,144.4,144.4
1767449458.9849894,-48,144.4,144.4
1767449459.1869578,-48,144.4,144.4
1767449459.3890262,-52,144.4,144.4
1767449459.5908844,-50,144.4,144.4
1767449459.7930355,-48,144.4,144.4
1767449459.9952366,-49,144.4,144.4
1767449460.197108,-50,144.4,144.4
1767449460.3988688,-48,144.4,144.4
1767449460.600799,-50,144.4,144.4
1767449460.802688,-49,144.4,144.4
1767449461.0047078,-50,144.4,144.4
1767449461.2066839,-49,144.4,144.4
1767449461.4086878,-50,144.4,144.4
1767449461.610539,-49,144.4,144.4
1767449461.8122609,-49,144.4,144.4
1767449462.014226,-49,144.4,144.4
1767449462.2161162,-49,144.4,144.4
1767449462.4180233,-48,144.4,144.4
1767449462.6200073,-49,144.4,144.4
1767449462.8225224,-50,144.4,144.4
1767449463.0248215,-48,144.4,144.4
1767449463.226484,-48,144.4,144.4
1767449463.4286444,-50,144.4,144.4
1767449463.630627,-48,144.4,144.4
1767449463.8324857,-49,144.4,144.4
1767449464.034535,-49,144.4,144.4
1767449464.2372484,-49,144.4,144.4
1767449464.4393485,-49,144.4,144.4
1767449464.6420093,-48,144.4,144.4
1767449464.8440228,-48,144.4,144.4
1767449465.0460227,-49,144.4,144.4
1767449465.2478437,-49,144.4,144.4
1767449465.4497378,-48,144.4,144.4
1767449465.6516178,-50,144.4,144.4
1767449465.853716,-49,144.4,144.4
1767449466.0558357,-49,144.4,144.4
1767449466.2577648,-49,144.4,144.4
1767449466.4596946,-50,144.4,144.4
1767449466.661757,-49,144.4,144.4
1767449466.864067,-50,144.4,144.4
1767449467.0659559,-49,144.4,144.4
1767449467.2677557,-48,144.4,144.4
1767449467.4696264,-50,144.4,144.4
1767449467.6714692,-50,144.4,144.4
1767449467.873387,-49,130.0,144.4
1767449468.0751703,-49,144.4,144.4
1767449468.2770073,-51,144.4,144.4
1767449468.4790313,-50,144.4,144.4
1767449468.6810124,-48,144.4,144.4
1767449468.8828719,-49,144.4,144.4
1767449469.0845795,-49,144.4,144.4
1767449469.2865324,-51,144.4,144.4
1767449469.48837,-48,144.4,144.4
1767449469.6902983,-50,144.4,144.4
1767449469.8920095,-48,144.4,144.4
1767449470.0939343,-50,144.4,144.4
1767449470.2958958,-50,144.4,144.4
1767449470.4979143,-50,144.4,144.4
1767449470.6998284,-49,144.4,144.4
1767449470.901839,-49,144.4,144.4
1767449471.1037273,-49,144.4,144.4
1767449471.3056715,-48,144.4,144.4
1767449471.507754,-50,144.4,144.4
1767449471.710435,-47,144.4,144.4
1767449471.9122927,-50,144.4,144.4
1767449472.1148174,-49,117.0,144.4
1767449472.3172393,-49,130.0,144.4
1767449472.519513,-50,144.4,144.4
1767449472.7214575,-48,144.4,144.4
1767449472.923294,-49,144.4,144.4
1767449473.125253,-50,144.4,144.4
1767449473.3272853,-49,144.4,144.4
